"id","name","value","lat","lng","created_at","updated_at"
"375","sensor1","67.00","0.82","112.93","2023-11-09 11:06:00",NULL
"376","sensor1","78.00","0.82","112.93","2023-11-09 11:36:00",NULL
"377","sensor1","78.00","0.82","112.93","2023-11-09 12:06:00",NULL
"378","sensor1","0.00","0.82","112.93","2023-11-09 12:36:00",NULL
"379","sensor1","0.00","0.82","112.93","2023-11-09 13:06:00",NULL
"380","sensor1","0.00","0.82","112.93","2023-11-09 13:36:00",NULL
"381","sensor1","0.00","0.82","112.93","2023-11-09 14:06:00",NULL
"382","sensor1","0.00","0.82","112.93","2023-11-09 14:36:00",NULL
"383","sensor1","0.00","0.82","112.93","2023-11-09 15:06:00",NULL
"384","sensor1","0.00","0.82","112.93","2023-11-09 15:36:00",NULL
"385","sensor2","0.00","0.85","112.92","2023-10-17 08:09:00",NULL
"386","sensor2","0.00","0.85","112.92","2023-10-17 08:39:00",NULL
"387","sensor2","0.00","0.85","112.92","2023-10-17 09:09:00",NULL
"388","sensor2","0.00","0.85","112.92","2023-10-17 09:39:00",NULL
"389","sensor2","0.00","0.85","112.92","2023-10-17 10:09:00",NULL
"390","sensor2","0.00","0.85","112.92","2023-10-17 10:39:00",NULL
"391","sensor2","40.00","0.85","112.92","2023-10-17 11:09:00",NULL
"392","sensor2","43.00","0.85","112.92","2023-10-17 11:39:00",NULL
"393","sensor2","44.00","0.85","112.92","2023-10-17 12:09:00",NULL
"394","sensor2","0.00","0.85","112.92","2023-10-17 12:39:00",NULL
"395","sensor2","0.00","0.85","112.92","2023-10-17 13:09:00",NULL
"396","sensor2","0.00","0.85","112.92","2023-10-17 13:39:00",NULL
"397","sensor2","0.00","0.85","112.92","2023-10-17 14:09:00",NULL
"398","sensor2","0.00","0.85","112.92","2023-10-17 14:39:00",NULL
"399","sensor2","0.00","0.85","112.92","2023-10-17 15:09:00",NULL
"400","sensor2","0.00","0.85","112.92","2023-10-17 15:39:00",NULL
"401","sensor2","0.00","0.86","112.93","2023-10-18 08:09:00",NULL
"402","sensor2","0.00","0.86","112.93","2023-10-18 08:39:00",NULL
"403","sensor2","0.00","0.86","112.93","2023-10-18 09:09:00",NULL
"404","sensor2","0.00","0.86","112.93","2023-10-18 09:39:00",NULL
"405","sensor2","60.00","0.86","112.93","2023-10-18 10:09:00",NULL
"406","sensor2","60.00","0.86","112.93","2023-10-18 10:39:00",NULL
"407","sensor2","60.00","0.86","112.93","2023-10-18 11:09:00",NULL
"408","sensor2","60.00","0.86","112.93","2023-10-18 11:39:00",NULL
"409","sensor2","60.00","0.86","112.93","2023-10-18 12:09:00",NULL
"410","sensor2","60.00","0.86","112.93","2023-10-18 12:39:00",NULL
"411","sensor2","60.00","0.86","112.93","2023-10-18 13:09:00",NULL
"412","sensor2","60.00","0.86","112.93","2023-10-18 13:39:00",NULL
"413","sensor2","60.00","0.86","112.93","2023-10-18 14:09:00",NULL
"414","sensor2","61.00","0.86","112.93","2023-10-18 14:39:00",NULL
"415","sensor2","62.00","0.86","112.93","2023-10-18 15:09:00",NULL
"416","sensor2","60.00","0.86","112.93","2023-10-18 15:39:00",NULL
"417","sensor2","0.00","0.86","112.92","2023-10-19 08:09:00",NULL
"418","sensor2","0.00","0.86","112.92","2023-10-19 08:39:00",NULL
"419","sensor2","0.00","0.86","112.92","2023-10-19 09:09:00",NULL
"420","sensor2","0.00","0.86","112.92","2023-10-19 09:39:00",NULL
"421","sensor2","0.00","0.86","112.92","2023-10-19 10:09:00",NULL
"422","sensor2","40.00","0.86","112.92","2023-10-19 10:39:00",NULL
"423","sensor2","40.00","0.86","112.92","2023-10-19 11:09:00",NULL
"424","sensor2","40.00","0.86","112.92","2023-10-19 11:39:00",NULL
"425","sensor2","40.00","0.86","112.92","2023-10-19 12:09:00",NULL
"426","sensor2","42.00","0.86","112.92","2023-10-19 12:39:00",NULL
"427","sensor2","40.00","0.86","112.92","2023-10-19 13:09:00",NULL
"428","sensor2","40.00","0.86","112.92","2023-10-19 13:39:00",NULL
"429","sensor2","0.00","0.86","112.92","2023-10-19 14:09:00",NULL
"430","sensor2","0.00","0.86","112.92","2023-10-19 14:39:00",NULL
"431","sensor2","0.00","0.86","112.92","2023-10-19 15:09:00",NULL
"432","sensor2","0.00","0.86","112.92","2023-10-19 15:39:00",NULL
"433","sensor2","0.00","0.87","112.92","2023-10-20 08:09:00",NULL
"434","sensor2","0.00","0.87","112.92","2023-10-20 08:39:00",NULL
"435","sensor2","0.00","0.87","112.92","2023-10-20 09:09:00",NULL
"436","sensor2","0.00","0.87","112.92","2023-10-20 09:39:00",NULL
"437","sensor2","0.00","0.87","112.92","2023-10-20 10:09:00",NULL
"438","sensor2","0.00","0.87","112.92","2023-10-20 10:39:00",NULL
"439","sensor2","35.00","0.87","112.92","2023-10-20 11:09:00",NULL
"440","sensor2","35.00","0.87","112.92","2023-10-20 11:39:00",NULL
"441","sensor2","35.00","0.87","112.92","2023-10-20 12:09:00",NULL
"442","sensor2","34.00","0.87","112.92","2023-10-20 12:39:00",NULL
"443","sensor2","35.00","0.87","112.92","2023-10-20 13:09:00",NULL
"444","sensor2","0.00","0.87","112.92","2023-10-20 13:39:00",NULL
"445","sensor2","0.00","0.87","112.92","2023-10-20 14:09:00",NULL
"446","sensor2","0.00","0.87","112.92","2023-10-20 14:39:00",NULL
"447","sensor2","0.00","0.87","112.92","2023-10-20 15:09:00",NULL
"448","sensor2","0.00","0.87","112.92","2023-10-20 15:39:00",NULL
"449","sensor2","0.00","0.86","112.92","2023-10-21 08:09:00",NULL
"450","sensor2","0.00","0.86","112.92","2023-10-21 08:39:00",NULL
"451","sensor2","0.00","0.86","112.92","2023-10-21 09:09:00",NULL
"452","sensor2","67.00","0.86","112.92","2023-10-21 09:39:00",NULL
"453","sensor2","68.00","0.86","112.92","2023-10-21 10:09:00",NULL
"454","sensor2","0.00","0.86","112.92","2023-10-21 10:39:00",NULL
"455","sensor2","0.00","0.86","112.92","2023-10-21 11:09:00",NULL
"456","sensor2","0.00","0.86","112.92","2023-10-21 11:39:00",NULL
"457","sensor2","0.00","0.86","112.92","2023-10-21 12:09:00",NULL
"458","sensor2","0.00","0.86","112.92","2023-10-21 12:39:00",NULL
"459","sensor2","0.00","0.86","112.92","2023-10-21 13:09:00",NULL
"460","sensor2","0.00","0.86","112.92","2023-10-21 13:39:00",NULL
"461","sensor2","0.00","0.86","112.92","2023-10-21 14:09:00",NULL
"462","sensor2","0.00","0.86","112.92","2023-10-21 14:39:00",NULL
"463","sensor2","0.00","0.86","112.92","2023-10-21 15:09:00",NULL
"464","sensor2","0.00","0.86","112.92","2023-10-21 15:39:00",NULL
"465","sensor2","30.00","0.86","112.93","2023-10-22 08:09:00",NULL
"466","sensor2","30.00","0.86","112.93","2023-10-22 08:39:00",NULL
"467","sensor2","32.00","0.86","112.93","2023-10-22 09:09:00",NULL
"468","sensor2","30.00","0.86","112.93","2023-10-22 09:39:00",NULL
"469","sensor2","31.00","0.86","112.93","2023-10-22 10:09:00",NULL
"470","sensor2","30.00","0.86","112.93","2023-10-22 10:39:00",NULL
"471","sensor2","30.00","0.86","112.93","2023-10-22 11:09:00",NULL
"472","sensor2","32.00","0.86","112.93","2023-10-22 11:39:00",NULL
"473","sensor2","33.00","0.86","112.93","2023-10-22 12:09:00",NULL
"474","sensor2","30.00","0.86","112.93","2023-10-22 12:39:00",NULL
"475","sensor2","30.00","0.86","112.93","2023-10-22 13:09:00",NULL
"476","sensor2","32.00","0.86","112.93","2023-10-22 13:39:00",NULL
"477","sensor2","30.00","0.86","112.93","2023-10-22 14:09:00",NULL
"478","sensor2","31.00","0.86","112.93","2023-10-22 14:39:00",NULL
"479","sensor2","30.00","0.86","112.93","2023-10-22 15:09:00",NULL
"480","sensor2","30.00","0.86","112.93","2023-10-22 15:39:00",NULL
"481","sensor2","0.00","0.86","112.92","2023-10-23 08:09:00",NULL
"482","sensor2","0.00","0.86","112.92","2023-10-23 08:39:00",NULL
"483","sensor2","0.00","0.86","112.92","2023-10-23 09:09:00",NULL
"484","sensor2","20.00","0.86","112.92","2023-10-23 09:39:00",NULL
"485","sensor2","22.00","0.86","112.92","2023-10-23 10:09:00",NULL
"486","sensor2","20.00","0.86","112.92","2023-10-23 10:39:00",NULL
"487","sensor2","40.00","0.86","112.92","2023-10-23 11:09:00",NULL
"488","sensor2","0.00","0.86","112.92","2023-10-23 11:39:00",NULL
"489","sensor2","0.00","0.86","112.92","2023-10-23 12:09:00",NULL
"490","sensor2","0.00","0.86","112.92","2023-10-23 12:39:00",NULL
"491","sensor2","0.00","0.86","112.92","2023-10-23 13:09:00",NULL
"492","sensor2","0.00","0.86","112.92","2023-10-23 13:39:00",NULL
"493","sensor2","0.00","0.86","112.92","2023-10-23 14:09:00",NULL
"494","sensor2","0.00","0.86","112.92","2023-10-23 14:39:00",NULL
"495","sensor2","0.00","0.86","112.92","2023-10-23 15:09:00",NULL
"496","sensor2","0.00","0.86","112.92","2023-10-23 15:39:00",NULL
"497","sensor2","0.00","0.86","112.93","2023-10-24 08:09:00",NULL
"498","sensor2","0.00","0.86","112.93","2023-10-24 08:39:00",NULL
"499","sensor2","0.00","0.86","112.93","2023-10-24 09:09:00",NULL
"500","sensor2","0.00","0.86","112.93","2023-10-24 09:39:00",NULL
"501","sensor2","0.00","0.86","112.93","2023-10-24 10:09:00",NULL
"502","sensor2","0.00","0.86","112.93","2023-10-24 10:39:00",NULL
"503","sensor2","0.00","0.86","112.93","2023-10-24 11:09:00",NULL
"504","sensor2","0.00","0.86","112.93","2023-10-24 11:39:00",NULL
"505","sensor2","34.00","0.86","112.93","2023-10-24 12:09:00",NULL
"506","sensor2","33.00","0.86","112.93","2023-10-24 12:39:00",NULL
"507","sensor2","35.00","0.86","112.93","2023-10-24 13:09:00",NULL
"508","sensor2","0.00","0.86","112.93","2023-10-24 13:39:00",NULL
"509","sensor2","0.00","0.86","112.93","2023-10-24 14:09:00",NULL
"510","sensor2","0.00","0.86","112.93","2023-10-24 14:39:00",NULL
"511","sensor2","0.00","0.86","112.93","2023-10-24 15:09:00",NULL
"512","sensor2","0.00","0.86","112.93","2023-10-24 15:39:00",NULL
"513","sensor2","0.00","0.86","112.93","2023-10-25 08:09:00",NULL
"514","sensor2","0.00","0.86","112.93","2023-10-25 08:39:00",NULL
"515","sensor2","0.00","0.86","112.93","2023-10-25 09:09:00",NULL
"516","sensor2","0.00","0.86","112.93","2023-10-25 09:39:00",NULL
"517","sensor2","0.00","0.86","112.93","2023-10-25 10:09:00",NULL
"518","sensor2","0.00","0.86","112.93","2023-10-25 10:39:00",NULL
"519","sensor2","0.00","0.86","112.93","2023-10-25 11:09:00",NULL
"520","sensor2","0.00","0.86","112.93","2023-10-25 11:39:00",NULL
"521","sensor2","0.00","0.86","112.93","2023-10-25 12:09:00",NULL
"522","sensor2","0.00","0.86","112.93","2023-10-25 12:39:00",NULL
"523","sensor2","0.00","0.86","112.93","2023-10-25 13:09:00",NULL
"524","sensor2","0.00","0.86","112.93","2023-10-25 13:39:00",NULL
"525","sensor2","0.00","0.86","112.93","2023-10-25 14:09:00",NULL
"526","sensor2","32.00","0.86","112.93","2023-10-25 14:39:00",NULL
"527","sensor2","30.00","0.86","112.93","2023-10-25 15:09:00",NULL
"528","sensor2","30.00","0.86","112.93","2023-10-25 15:39:00",NULL
"529","sensor2","0.00","0.85","112.93","2023-10-26 08:09:00",NULL
"530","sensor2","0.00","0.85","112.93","2023-10-26 08:39:00",NULL
"531","sensor2","0.00","0.85","112.93","2023-10-26 09:09:00",NULL
"532","sensor2","0.00","0.85","112.93","2023-10-26 09:39:00",NULL
"533","sensor2","0.00","0.85","112.93","2023-10-26 10:09:00",NULL
"534","sensor2","0.00","0.85","112.93","2023-10-26 10:39:00",NULL
"535","sensor2","0.00","0.85","112.93","2023-10-26 11:09:00",NULL
"536","sensor2","0.00","0.85","112.93","2023-10-26 11:39:00",NULL
"537","sensor2","0.00","0.85","112.93","2023-10-26 12:09:00",NULL
"538","sensor2","0.00","0.85","112.93","2023-10-26 12:39:00",NULL
"539","sensor2","0.00","0.85","112.93","2023-10-26 13:09:00",NULL
"540","sensor2","32.00","0.85","112.93","2023-10-26 13:39:00",NULL
"541","sensor2","32.00","0.85","112.93","2023-10-26 14:09:00",NULL
"542","sensor2","33.00","0.85","112.93","2023-10-26 14:39:00",NULL
"543","sensor2","0.00","0.85","112.93","2023-10-26 15:09:00",NULL
"544","sensor2","0.00","0.85","112.93","2023-10-26 15:39:00",NULL
"545","sensor2","0.00","0.85","112.93","2023-10-27 08:09:00",NULL
"546","sensor2","0.00","0.86","112.92","2023-10-27 08:39:00",NULL
"547","sensor2","0.00","0.86","112.92","2023-10-27 09:09:00",NULL
"548","sensor2","0.00","0.86","112.92","2023-10-27 09:39:00",NULL
"549","sensor2","0.00","0.86","112.92","2023-10-27 10:09:00",NULL
"550","sensor2","0.00","0.86","112.92","2023-10-27 10:39:00",NULL
"551","sensor2","0.00","0.86","112.92","2023-10-27 11:09:00",NULL
"552","sensor2","0.00","0.86","112.92","2023-10-27 11:39:00",NULL
"553","sensor2","75.00","0.86","112.92","2023-10-27 12:09:00",NULL
"554","sensor2","75.00","0.86","112.92","2023-10-27 12:39:00",NULL
"555","sensor2","75.00","0.86","112.92","2023-10-27 13:09:00",NULL
"556","sensor2","76.00","0.86","112.92","2023-10-27 13:39:00",NULL
"557","sensor2","0.00","0.86","112.92","2023-10-27 14:09:00",NULL
"558","sensor2","0.00","0.86","112.92","2023-10-27 14:39:00",NULL
"559","sensor2","0.00","0.86","112.92","2023-10-27 15:09:00",NULL
"560","sensor2","0.00","0.86","112.92","2023-10-27 15:39:00",NULL
"561","sensor2","0.00","0.85","112.93","2023-10-28 08:09:00",NULL
"562","sensor2","0.00","0.85","112.93","2023-10-28 08:39:00",NULL
"563","sensor2","0.00","0.85","112.93","2023-10-28 09:09:00",NULL
"564","sensor2","0.00","0.85","112.93","2023-10-28 09:39:00",NULL
"565","sensor2","80.00","0.85","112.93","2023-10-28 10:09:00",NULL
"566","sensor2","80.00","0.85","112.93","2023-10-28 10:39:00",NULL
"567","sensor2","80.00","0.85","112.93","2023-10-28 11:09:00",NULL
"568","sensor2","0.00","0.85","112.93","2023-10-28 11:39:00",NULL
"569","sensor2","0.00","0.85","112.93","2023-10-28 12:09:00",NULL
"570","sensor2","0.00","0.85","112.93","2023-10-28 12:39:00",NULL
"571","sensor2","0.00","0.85","112.93","2023-10-28 13:09:00",NULL
"572","sensor2","0.00","0.85","112.93","2023-10-28 13:39:00",NULL
"573","sensor2","0.00","0.85","112.93","2023-10-28 14:09:00",NULL
"574","sensor2","0.00","0.85","112.93","2023-10-28 14:39:00",NULL
"575","sensor2","0.00","0.85","112.93","2023-10-28 15:09:00",NULL
"576","sensor2","0.00","0.85","112.93","2023-10-28 15:39:00",NULL
"577","sensor2","0.00","0.85","112.93","2023-10-29 08:09:00",NULL
"578","sensor2","0.00","0.85","112.93","2023-10-29 08:39:00",NULL
"579","sensor2","0.00","0.85","112.93","2023-10-29 09:09:00",NULL
"580","sensor2","0.00","0.85","112.93","2023-10-29 09:39:00",NULL
"581","sensor2","0.00","0.85","112.93","2023-10-29 10:09:00",NULL
"582","sensor2","0.00","0.85","112.93","2023-10-29 10:39:00",NULL
"583","sensor2","0.00","0.85","112.93","2023-10-29 11:09:00",NULL
"584","sensor2","0.00","0.85","112.93","2023-10-29 11:39:00",NULL
"585","sensor2","0.00","0.85","112.93","2023-10-29 12:09:00",NULL
"586","sensor2","0.00","0.85","112.93","2023-10-29 12:39:00",NULL
"587","sensor2","0.00","0.85","112.93","2023-10-29 13:09:00",NULL
"588","sensor2","0.00","0.85","112.93","2023-10-29 13:39:00",NULL
"589","sensor2","0.00","0.85","112.93","2023-10-29 14:09:00",NULL
"590","sensor2","15.00","0.85","112.93","2023-10-29 14:39:00",NULL
"591","sensor2","15.00","0.85","112.93","2023-10-29 15:09:00",NULL
"592","sensor2","15.00","0.85","112.93","2023-10-29 15:39:00",NULL
"593","sensor2","0.00","0.85","112.93","2023-10-30 08:09:00",NULL
"594","sensor2","0.00","0.85","112.93","2023-10-30 08:39:00",NULL
"595","sensor2","0.00","0.85","112.93","2023-10-30 09:09:00",NULL
"596","sensor2","0.00","0.85","112.93","2023-10-30 09:39:00",NULL
"597","sensor2","0.00","0.85","112.93","2023-10-30 10:09:00",NULL
"598","sensor2","0.00","0.85","112.93","2023-10-30 10:39:00",NULL
"599","sensor2","0.00","0.85","112.93","2023-10-30 11:09:00",NULL
"600","sensor2","20.00","0.85","112.93","2023-10-30 11:39:00",NULL
"601","sensor2","20.00","0.85","112.93","2023-10-30 12:09:00",NULL
"602","sensor2","22.00","0.85","112.93","2023-10-30 12:39:00",NULL
"603","sensor2","0.00","0.85","112.93","2023-10-30 13:09:00",NULL
"604","sensor2","0.00","0.85","112.93","2023-10-30 13:39:00",NULL
"605","sensor2","0.00","0.85","112.93","2023-10-30 14:09:00",NULL
"606","sensor2","0.00","0.85","112.93","2023-10-30 14:39:00",NULL
"607","sensor2","0.00","0.85","112.93","2023-10-30 15:09:00",NULL
"608","sensor2","0.00","0.85","112.93","2023-10-30 15:39:00",NULL
"609","sensor2","0.00","0.86","112.92","2023-10-31 08:09:00",NULL
"610","sensor2","0.00","0.86","112.92","2023-10-31 08:39:00",NULL
"611","sensor2","0.00","0.86","112.92","2023-10-31 09:09:00",NULL
"612","sensor2","0.00","0.86","112.92","2023-10-31 09:39:00",NULL
"613","sensor2","0.00","0.86","112.92","2023-10-31 10:09:00",NULL
"614","sensor2","40.00","0.86","112.92","2023-10-31 10:39:00",NULL
"615","sensor2","40.00","0.86","112.92","2023-10-31 11:09:00",NULL
"616","sensor2","40.00","0.86","112.92","2023-10-31 11:39:00",NULL
"617","sensor2","0.00","0.86","112.92","2023-10-31 12:09:00",NULL
"618","sensor2","0.00","0.86","112.92","2023-10-31 12:39:00",NULL
"619","sensor2","0.00","0.86","112.92","2023-10-31 13:09:00",NULL
"620","sensor2","0.00","0.86","112.92","2023-10-31 13:39:00",NULL
"621","sensor2","0.00","0.86","112.92","2023-10-31 14:09:00",NULL
"622","sensor2","0.00","0.86","112.92","2023-10-31 14:39:00",NULL
"623","sensor2","0.00","0.86","112.92","2023-10-31 15:09:00",NULL
"624","sensor2","0.00","0.86","112.92","2023-10-31 15:39:00",NULL
"625","sensor2","0.00","0.85","112.92","2023-11-01 08:09:00",NULL
"626","sensor2","0.00","0.85","112.92","2023-11-01 08:39:00",NULL
"627","sensor2","0.00","0.85","112.92","2023-11-01 09:09:00",NULL
"628","sensor2","0.00","0.85","112.92","2023-11-01 09:39:00",NULL
"629","sensor2","0.00","0.85","112.92","2023-11-01 10:09:00",NULL
"630","sensor2","60.00","0.85","112.92","2023-11-01 10:39:00",NULL
"631","sensor2","66.00","0.85","112.92","2023-11-01 11:09:00",NULL
"632","sensor2","67.00","0.85","112.92","2023-11-01 11:39:00",NULL
"633","sensor2","0.00","0.85","112.92","2023-11-01 12:09:00",NULL
"634","sensor2","0.00","0.85","112.92","2023-11-01 12:39:00",NULL
"635","sensor2","0.00","0.85","112.92","2023-11-01 13:09:00",NULL
"636","sensor2","0.00","0.85","112.92","2023-11-01 13:39:00",NULL
"637","sensor2","78.00","0.85","112.92","2023-11-01 14:09:00",NULL
"638","sensor2","79.00","0.85","112.92","2023-11-01 14:39:00",NULL
"639","sensor2","0.00","0.85","112.92","2023-11-01 15:09:00",NULL
"640","sensor2","0.00","0.85","112.92","2023-11-01 15:39:00",NULL
"641","sensor2","0.00","0.86","112.92","2023-11-02 08:09:00",NULL
"642","sensor2","0.00","0.86","112.92","2023-11-02 08:39:00",NULL
"643","sensor2","0.00","0.86","112.92","2023-11-02 09:09:00",NULL
"644","sensor2","0.00","0.86","112.92","2023-11-02 09:39:00",NULL
"645","sensor2","0.00","0.86","112.92","2023-11-02 10:09:00",NULL
"646","sensor2","0.00","0.86","112.92","2023-11-02 10:39:00",NULL
"647","sensor2","0.00","0.86","112.92","2023-11-02 11:09:00",NULL
"648","sensor2","0.00","0.86","112.92","2023-11-02 11:39:00",NULL
"649","sensor2","0.00","0.86","112.92","2023-11-02 12:09:00",NULL
"650","sensor2","0.00","0.86","112.92","2023-11-02 12:39:00",NULL
"651","sensor2","60.00","0.86","112.92","2023-11-02 13:09:00",NULL
"652","sensor2","60.00","0.86","112.92","2023-11-02 13:39:00",NULL
"653","sensor2","60.00","0.86","112.92","2023-11-02 14:09:00",NULL
"654","sensor2","0.00","0.86","112.92","2023-11-02 14:39:00",NULL
"655","sensor2","0.00","0.86","112.92","2023-11-02 15:09:00",NULL
"656","sensor2","0.00","0.86","112.92","2023-11-02 15:39:00",NULL
"657","sensor2","0.00","0.85","112.92","2023-11-03 08:09:00",NULL
"658","sensor2","0.00","0.85","112.92","2023-11-03 08:39:00",NULL
"659","sensor2","0.00","0.85","112.92","2023-11-03 09:09:00",NULL
"660","sensor2","0.00","0.85","112.92","2023-11-03 09:39:00",NULL
"661","sensor2","0.00","0.85","112.92","2023-11-03 10:09:00",NULL
"662","sensor2","0.00","0.85","112.92","2023-11-03 10:39:00",NULL
"663","sensor2","77.00","0.85","112.92","2023-11-03 11:09:00",NULL
"664","sensor2","77.00","0.85","112.92","2023-11-03 11:39:00",NULL
"665","sensor2","77.00","0.85","112.92","2023-11-03 12:09:00",NULL
"666","sensor2","0.00","0.85","112.92","2023-11-03 12:39:00",NULL
"667","sensor2","0.00","0.85","112.92","2023-11-03 13:09:00",NULL
"668","sensor2","0.00","0.85","112.92","2023-11-03 13:39:00",NULL
"669","sensor2","0.00","0.85","112.92","2023-11-03 14:09:00",NULL
"670","sensor2","0.00","0.85","112.92","2023-11-03 14:39:00",NULL
"671","sensor2","0.00","0.85","112.92","2023-11-03 15:09:00",NULL
"672","sensor2","0.00","0.85","112.92","2023-11-03 15:39:00",NULL
"673","sensor2","0.00","0.86","112.92","2023-11-04 08:09:00",NULL
"674","sensor2","0.00","0.86","112.92","2023-11-04 08:39:00",NULL
"675","sensor2","60.00","0.86","112.92","2023-11-04 09:09:00",NULL
"676","sensor2","60.00","0.86","112.92","2023-11-04 09:39:00",NULL
"677","sensor2","60.00","0.86","112.92","2023-11-04 10:09:00",NULL
"678","sensor2","0.00","0.86","112.92","2023-11-04 10:39:00",NULL
"679","sensor2","0.00","0.86","112.92","2023-11-04 11:09:00",NULL
"680","sensor2","0.00","0.86","112.92","2023-11-04 11:39:00",NULL
"681","sensor2","0.00","0.86","112.92","2023-11-04 12:09:00",NULL
"682","sensor2","0.00","0.86","112.92","2023-11-04 12:39:00",NULL
"683","sensor2","0.00","0.86","112.92","2023-11-04 13:09:00",NULL
"684","sensor2","0.00","0.86","112.92","2023-11-04 13:39:00",NULL
"685","sensor2","0.00","0.86","112.92","2023-11-04 14:09:00",NULL
"686","sensor2","0.00","0.86","112.92","2023-11-04 14:39:00",NULL
"687","sensor2","0.00","0.86","112.92","2023-11-04 15:09:00",NULL
"688","sensor2","0.00","0.86","112.92","2023-11-04 15:39:00",NULL
"689","sensor2","0.00","0.86","112.93","2023-11-05 08:09:00",NULL
"690","sensor2","0.00","0.86","112.93","2023-11-05 08:39:00",NULL
"691","sensor2","0.00","0.86","112.93","2023-11-05 09:09:00",NULL
"692","sensor2","67.00","0.86","112.93","2023-11-05 09:39:00",NULL
"693","sensor2","66.00","0.86","112.93","2023-11-05 10:09:00",NULL
"694","sensor2","66.00","0.86","112.93","2023-11-05 10:39:00",NULL
"695","sensor2","68.00","0.86","112.93","2023-11-05 11:09:00",NULL
"696","sensor2","0.00","0.86","112.93","2023-11-05 11:39:00",NULL
"697","sensor2","0.00","0.86","112.93","2023-11-05 12:09:00",NULL
"698","sensor2","0.00","0.86","112.93","2023-11-05 12:39:00",NULL
"699","sensor2","0.00","0.86","112.93","2023-11-05 13:09:00",NULL
"700","sensor2","0.00","0.86","112.93","2023-11-05 13:39:00",NULL
"701","sensor2","0.00","0.86","112.93","2023-11-05 14:09:00",NULL
"702","sensor2","0.00","0.86","112.93","2023-11-05 14:39:00",NULL
"703","sensor2","0.00","0.86","112.93","2023-11-05 15:09:00",NULL
"704","sensor2","0.00","0.86","112.93","2023-11-05 15:39:00",NULL
"705","sensor2","0.00","0.86","112.92","2023-11-06 08:09:00",NULL
"706","sensor2","0.00","0.86","112.92","2023-11-06 08:39:00",NULL
"707","sensor2","0.00","0.86","112.92","2023-11-06 09:09:00",NULL
"708","sensor2","0.00","0.86","112.92","2023-11-06 09:39:00",NULL
"709","sensor2","70.00","0.86","112.92","2023-11-06 10:09:00",NULL
"710","sensor2","70.00","0.86","112.92","2023-11-06 10:39:00",NULL
"711","sensor2","70.00","0.86","112.92","2023-11-06 11:09:00",NULL
"712","sensor2","0.00","0.86","112.92","2023-11-06 11:39:00",NULL
"713","sensor2","0.00","0.86","112.92","2023-11-06 12:09:00",NULL
"714","sensor2","0.00","0.86","112.92","2023-11-06 12:39:00",NULL
"715","sensor2","0.00","0.86","112.92","2023-11-06 13:09:00",NULL
"716","sensor2","0.00","0.86","112.92","2023-11-06 13:39:00",NULL
"717","sensor2","0.00","0.86","112.92","2023-11-06 14:09:00",NULL
"718","sensor2","78.00","0.86","112.92","2023-11-06 14:39:00",NULL
"719","sensor2","78.00","0.86","112.92","2023-11-06 15:09:00",NULL
"720","sensor2","80.00","0.86","112.92","2023-11-06 15:39:00",NULL
"721","sensor2","0.00","0.86","112.92","2023-11-07 08:09:00",NULL
"722","sensor2","0.00","0.86","112.92","2023-11-07 08:39:00",NULL
"723","sensor2","0.00","0.86","112.92","2023-11-07 09:09:00",NULL
"724","sensor2","0.00","0.86","112.92","2023-11-07 09:39:00",NULL
"725","sensor2","0.00","0.86","112.92","2023-11-07 10:09:00",NULL
"726","sensor2","0.00","0.86","112.92","2023-11-07 10:39:00",NULL
"727","sensor2","0.00","0.86","112.92","2023-11-07 11:09:00",NULL
"728","sensor2","0.00","0.86","112.92","2023-11-07 11:39:00",NULL
"729","sensor2","0.00","0.86","112.92","2023-11-07 12:09:00",NULL
"730","sensor2","0.00","0.86","112.92","2023-11-07 12:39:00",NULL
"731","sensor2","0.00","0.86","112.92","2023-11-07 13:09:00",NULL
"732","sensor2","0.00","0.86","112.92","2023-11-07 13:39:00",NULL
"733","sensor2","89.00","0.86","112.92","2023-11-07 14:09:00",NULL
"734","sensor2","89.00","0.86","112.92","2023-11-07 14:39:00",NULL
"735","sensor2","80.00","0.86","112.92","2023-11-07 15:09:00",NULL
"736","sensor2","0.00","0.86","112.92","2023-11-07 15:39:00",NULL
"737","sensor2","0.00","0.85","112.92","2023-11-08 08:09:00",NULL
"738","sensor2","0.00","0.85","112.92","2023-11-08 08:39:00",NULL
"739","sensor2","0.00","0.85","112.92","2023-11-08 09:09:00",NULL
"740","sensor2","0.00","0.85","112.92","2023-11-08 09:39:00",NULL
"741","sensor2","0.00","0.85","112.92","2023-11-08 10:09:00",NULL
"742","sensor2","0.00","0.85","112.92","2023-11-08 10:39:00",NULL
"743","sensor2","0.00","0.85","112.92","2023-11-08 11:09:00",NULL
"744","sensor2","0.00","0.85","112.92","2023-11-08 11:39:00",NULL
"745","sensor2","0.00","0.85","112.92","2023-11-08 12:09:00",NULL
"746","sensor2","0.00","0.85","112.92","2023-11-08 12:39:00",NULL
"747","sensor2","0.00","0.85","112.92","2023-11-08 13:09:00",NULL
"748","sensor2","0.00","0.85","112.92","2023-11-08 13:39:00",NULL
"749","sensor2","0.00","0.85","112.92","2023-11-08 14:09:00",NULL
"750","sensor2","0.00","0.85","112.92","2023-11-08 14:39:00",NULL
"751","sensor2","0.00","0.85","112.92","2023-11-08 15:09:00",NULL
